average_displacement,from_position_x,to_position_y,to_position_x,uuid,movement_type,from_position_y
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
1.9877232142857142,193,143,193,e479de65-59c8-44d9-97f9-ae9edf464772,4,143
1.99609375,191,143,193,e479de65-59c8-44d9-97f9-ae9edf464772,4,143
1.99609375,193,143,193,e479de65-59c8-44d9-97f9-ae9edf464772,4,143
1.98876953125,193,143,191,e479de65-59c8-44d9-97f9-ae9edf464772,4,143
1.99609375,191,143,191,e479de65-59c8-44d9-97f9-ae9edf464772,4,143
1.99609375,193,143,191,e479de65-59c8-44d9-97f9-ae9edf464772,4,143
0.08487215909090909,286,155,280,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
0.090234375,284,155,280,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
0.0986328125,286,155,278,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
4.969149035976771,263,310,145,a36398e3-d269-483c-a62d-63781506c9af,2,236
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0.0022786458333333335,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
4.96458302533649,253,310,145,a36398e3-d269-483c-a62d-63781506c9af,2,242
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
5.356887599708807,239,310,145,a36398e3-d269-483c-a62d-63781506c9af,2,252
1.99609375,191,143,191,e479de65-59c8-44d9-97f9-ae9edf464772,4,143
0.10475852272727272,284,155,278,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
0.102734375,282,155,278,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
0.0021033653846153845,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
5.470110959173837,263,318,109,a36398e3-d269-483c-a62d-63781506c9af,2,236
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
1.9895833333333333,193,143,193,e479de65-59c8-44d9-97f9-ae9edf464772,4,143
5.537763224796033,253,318,109,a36398e3-d269-483c-a62d-63781506c9af,2,242
1.99609375,191,143,193,e479de65-59c8-44d9-97f9-ae9edf464772,4,143
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
5.9602137366828885,239,318,109,a36398e3-d269-483c-a62d-63781506c9af,2,252
0.09164663461538461,286,155,278,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
1.99609375,193,143,193,e479de65-59c8-44d9-97f9-ae9edf464772,4,143
6.3152171180680865,221,318,109,a36398e3-d269-483c-a62d-63781506c9af,2,262
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0.0966796875,284,155,278,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
1.99609375,191,143,193,e479de65-59c8-44d9-97f9-ae9edf464772,4,143
1.99609375,193,143,193,e479de65-59c8-44d9-97f9-ae9edf464772,4,143
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0.09410511363636363,282,155,278,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
5.347806819268914,263,312,81,a36398e3-d269-483c-a62d-63781506c9af,2,236
0.078125,282,155,278,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
5.39171453420022,253,312,81,a36398e3-d269-483c-a62d-63781506c9af,2,242
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
5.732950874303837,239,312,81,a36398e3-d269-483c-a62d-63781506c9af,2,252
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0.10295758928571429,286,155,276,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
0.1084735576923077,284,155,276,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
5.990909881728325,221,312,81,a36398e3-d269-483c-a62d-63781506c9af,2,262
0.10709635416666667,282,155,276,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
1.990234375,193,143,191,e479de65-59c8-44d9-97f9-ae9edf464772,4,143
0.09375,282,155,276,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
1.99609375,191,143,191,e479de65-59c8-44d9-97f9-ae9edf464772,4,143
6.374851453856246,197,312,81,a36398e3-d269-483c-a62d-63781506c9af,2,278
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
1.99609375,193,143,191,e479de65-59c8-44d9-97f9-ae9edf464772,4,143
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0.10234375,280,155,276,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
1.99609375,191,143,191,e479de65-59c8-44d9-97f9-ae9edf464772,4,143
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
1.99609375,193,143,191,e479de65-59c8-44d9-97f9-ae9edf464772,4,143
0.09661458333333334,286,155,276,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0.10128348214285714,284,155,276,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
1.99609375,191,143,191,e479de65-59c8-44d9-97f9-ae9edf464772,4,143
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0.001953125,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
1.2447894813627767,434.5,184,426.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,180
0.09945913461538461,282,155,276,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
1.2107546093517918,434.5,186,423.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,180
1.1152931675895772,431.5,186,423.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,180
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
1.2686583599800922,434.5,188,422.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,180
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0.08658854166666667,282,155,276,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
0.09375,280,155,276,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
0.053125,280,155,276,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
1.1987577836162968,431.5,188,422.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,180
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0.0018229166666666667,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0.106201171875,286,155,274,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
1.2348287914716436,430.5,188,422.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,182
0.11119791666666666,284,155,274,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
0.11021205357142858,282,155,274,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
0.09915865384615384,282,155,274,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
0.10677083333333333,280,155,274,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
6.357476701133434,127.5,307,3.5,e072f2bf-112a-42ac-9fb9-decc9a1bfdce,2,273
5.877781837478274,127.5,309,-15.5,e072f2bf-112a-42ac-9fb9-decc9a1bfdce,2,273
6.174795464990398,86.5,309,-15.5,e072f2bf-112a-42ac-9fb9-decc9a1bfdce,2,293
1.237246119626135,434.5,188,419.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,180
0.07102272727272728,280,155,274,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0.0765625,280,155,274,56c07e5a-cc97-49d3-bcdd-325bc3dc9d2c,1,155
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
1.1728438769780307,431.5,188,419.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,180
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0.0018229166666666667,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,3,143
1.1985840657511087,430.5,188,419.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,182
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
1.223240654182583,427.5,188,419.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,184
0.001708984375,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0.001708984375,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,3,143
1.219252231178091,434.5,190,418.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,180
1.1606510328049942,431.5,190,418.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,180
1.1809722168714842,430.5,190,418.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,182
1.1985840657511087,427.5,190,418.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,184
1.17640526597263,426.5,190,418.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,184
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,3,143
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0.001608455882352941,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,3,143
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,3,143
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,3,143
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0.0015190972222222222,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,3,143
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,3,143
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,3,143
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,3,143
1.2128239648058847,434.5,192,417.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,180
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
1.1600197588773313,431.5,192,417.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,180
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
1.1777218856945522,430.5,192,417.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,182
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
1.1923534231375257,427.5,192,417.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,184
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
1.1728326495531964,426.5,192,417.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,184
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
1.1808584482489923,423.5,192,417.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,186
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0.001608455882352941,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
1.2218301734519004,434.5,194,414.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,180
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
1.1752070089808038,431.5,194,414.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,180
1.1926297050520527,430.5,194,414.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,182
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
1.207295777734342,427.5,194,414.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,184
1.1926983081758906,426.5,194,414.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,184
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0.0140625,479,107,478,d283ef5d-e4c5-444d-81c9-e7f75d6f105b,3,105
0.01318359375,479,107,478,d283ef5d-e4c5-444d-81c9-e7f75d6f105b,3,105
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0.012890625,479,107,478,d283ef5d-e4c5-444d-81c9-e7f75d6f105b,3,105
0.014246323529411764,479,108,478,d283ef5d-e4c5-444d-81c9-e7f75d6f105b,3,105
0.0140380859375,479,108,478,d283ef5d-e4c5-444d-81c9-e7f75d6f105b,3,105
0.014973958333333334,479,108,478,d283ef5d-e4c5-444d-81c9-e7f75d6f105b,3,106
1.2026974168595028,423.5,194,414.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,186
1.23512085037203,422.5,194,414.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,188
0,427,98,427,746b423a-70f4-4f49-97b6-bd52a12b03c4,3,98
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0.02734375,479,109,478,d283ef5d-e4c5-444d-81c9-e7f75d6f105b,3,105
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0.0015190972222222222,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
1.2554891293995845,434.5,196,413.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,180
1.2161643395120136,431.5,196,413.5,8ad68bf3-6fde-4d55-a4f9-cdab8e4173df,4,180
0.027918198529411766,479,109,478,d283ef5d-e4c5-444d-81c9-e7f75d6f105b,3,105
0.0296630859375,479,109,478,d283ef5d-e4c5-444d-81c9-e7f75d6f105b,3,106
0.027473958333333333,479,109,478,d283ef5d-e4c5-444d-81c9-e7f75d6f105b,3,106
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0.02631578947368421,479,109,478,d283ef5d-e4c5-444d-81c9-e7f75d6f105b,3,105
0,427,98,427,746b423a-70f4-4f49-97b6-bd52a12b03c4,3,98
0,427,98,427,746b423a-70f4-4f49-97b6-bd52a12b03c4,3,98
0,427,98,427,746b423a-70f4-4f49-97b6-bd52a12b03c4,3,98
0,427,98,427,746b423a-70f4-4f49-97b6-bd52a12b03c4,3,98
0,427,98,427,746b423a-70f4-4f49-97b6-bd52a12b03c4,3,98
0,427,98,427,746b423a-70f4-4f49-97b6-bd52a12b03c4,3,98
0.026801215277777776,479,109,478,d283ef5d-e4c5-444d-81c9-e7f75d6f105b,3,105
0.028377757352941176,479,109,478,d283ef5d-e4c5-444d-81c9-e7f75d6f105b,3,106
0,427,98,427,746b423a-70f4-4f49-97b6-bd52a12b03c4,3,98
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,187,143,187,e479de65-59c8-44d9-97f9-ae9edf464772,1,143
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,3,90
0,102,90,102,e63d0611-a9a6-49c5-a30f-f16378a96537,1,90
